1,-3.8427,-1.42256,1.82028,1.16093,-1.26231,-0.56702,0.04756,0.10294
1,-4.1242,-1.57785,1.38447,1.45944,-1.40204,-0.61547,-0.01622,0.16947
1,-5.6751,-1.14736,2.4148,1.34134,-0.84775,-0.93725,0.10718,1.12407
1,-3.0684,-1.61379,1.82936,0.9661,-1.48268,-0.50274,-0.16307,0.48627
1,1.9783,-2.01516,0.31209,-0.2092,-0.07512,0.43353,-1.17401,-0.15585
1,-0.478,-2.60235,0.09741,0.31148,-0.91746,0.10267,-0.02092,-0.34057
1,-0.0659,-2.99874,-0.58422,-0.23991,-0.8924,0.55163,-0.33549,-0.93528
1,-0.6922,-2.79563,-0.48053,0.20816,-1.1139,0.34031,0.11439,-0.56678
1,3.2588,0.03787,0.0587,-0.64175,0.84695,0.53851,-0.05919,-0.0876
1,1.881,-0.68057,-1.02338,-0.71821,-0.30721,-0.01865,0.94937,-0.22344
1,0.9274,-0.07148,-1.69539,-1.41286,0.27749,-0.92205,-0.81442,0.22174
1,-2.2573,-1.07024,-4.01821,-0.62629,-1.43786,0.80952,-0.23251,0.66634
1,-4.1942,-1.22467,-2.3945,1.55745,-0.38624,0.06831,0.20155,0.49391
1,-2.3359,-0.2927,-1.89124,0.46352,-0.67327,1.21156,-0.69548,0.28644
1,-2.5686,-1.23692,-1.62938,-0.2665,0.00225,0.52316,0.09605,1.21067
1,-0.837,0.03428,-1.12583,1.10383,0.7625,-0.31044,0.30089,0.63485
1,0.9026,-0.21705,-0.0175,-1.22833,-1.1379,-0.22048,1.36526,0.2861
1,-1.1935,-0.95411,-0.4529,0.23532,0.01062,-0.6935,0.82312,-0.32948
1,1.7819,0.02924,-0.3469,-0.34879,-0.47108,-0.53674,1.12815,-0.34207
1,1.8735,-0.13085,0.45675,-0.47559,-0.32026,-0.82122,0.99933,-0.18053
2,3.9787,1.28347,1.41988,0.1584,-0.30484,0.42938,-1.14278,-0.43288
2,4.3514,1.44546,1.1301,0.23646,-0.5937,0.42958,-0.66214,-0.8074
2,5.2063,1.59272,2.29197,0.24624,-0.27866,-0.0724,-1.23987,-1.087
2,4.3918,1.88133,1.07476,0.62176,-1.07646,0.25466,0.24566,-0.94018
1,2.2255,0.52751,0.91757,0.70165,-1.57925,0.10582,0.58108,0.25582
1,3.022,0.58005,0.80839,0.44339,-1.22122,0.28042,-0.29293,-0.20501
1,2.5179,0.54911,0.32512,0.56232,-1.66373,0.3798,-0.22641,-0.33058
1,3.1038,1.01323,1.07021,0.58339,-1.42995,0.15231,0.28431,-0.25397
2,3.34,3.62265,0.50617,0.57742,-0.20687,0.71424,0.17533,0.47307
2,3.0189,3.10488,-0.33893,0.42026,-0.01529,1.29864,-1.07756,0.3542
2,3.8127,3.34572,-0.06789,0.29168,0.16043,1.1792,-0.71676,0.58322
2,3.6456,3.27996,-0.14142,0.31514,0.04485,1.08566,-0.63231,0.58411
2,3.8674,2.26224,-1.07487,-0.15407,0.58527,1.04856,-1.76423,-0.30463
2,2.3389,-1.38587,0.35838,0.07665,0.10685,0.32392,-0.4389,-0.97583
2,2.1085,-1.33017,0.89041,0.46291,0.48185,0.02009,-0.84538,-1.13801
2,1.9157,-1.08873,0.10382,0.39324,-0.26968,0.21621,0.24385,-1.41698
2,2.2105,-0.74627,1.15829,0.61358,0.38091,-0.17098,-0.15746,-0.96549
1,-1.5972,-2.30935,1.48508,0.43676,-0.42771,-0.28634,-0.86158,0.82429
1,-0.2219,-2.41777,1.02793,-0.22771,-1.32056,0.21503,-0.79538,0.4562
1,-0.6253,-2.40497,1.38402,-0.29376,-0.88101,0.07106,-1.07266,0.6849
1,-1.3364,-1.64548,1.32521,-0.41633,-0.59284,-1.2632,-1.5208,0.87569
2,3.1719,1.91846,0.17938,0.0674,0.58911,-0.65517,1.30849,0.56735
2,3.7906,3.54286,1.29515,0.56888,-0.33154,0.44447,0.72889,0.91092
2,3.7027,2.35895,0.88353,0.07204,1.0649,-0.81965,1.08781,1.07031
1,-0.9247,-0.65947,0.26562,-0.40125,0.30637,-0.33161,0.81476,0.15804
1,-1.7067,0.31304,1.24791,1.16257,2.36308,-1.2551,0.66834,-0.22321
1,-0.902,-0.34964,0.76443,-0.3233,1.02919,-0.52245,0.76083,0.24582
1,-3.0034,-0.46995,0.01828,0.34081,0.78045,-0.58347,0.75355,0.04843
1,1.7733,-1.70671,0.07977,0.02817,-0.92497,0.23744,-0.25424,-0.96775
1,0.5209,-0.3142,-0.43159,-1.09132,-1.54804,-3.61245,-2.53196,-0.28862
1,-0.4833,-1.5363,0.77722,1.45272,-0.11694,-0.65337,-0.57475,-1.28914
1,-0.6704,-2.58433,0.59303,0.14146,0.5509,0.24991,-0.8183,0.04519
1,-2.348,-2.07338,0.99893,-0.96948,-0.29403,0.39458,0.02968,0.06204
1,-2.0758,-1.90574,0.50192,0.424,0.34869,-0.01952,0.77479,1.30614
1,1.3267,-1.769,1.27916,-0.15621,1.45361,0.0087,0.12414,0.76629
1,-3.0964,0.18337,-1.75794,1.22117,-0.11456,-0.20962,0.95679,-0.35664
1,-0.9214,0.62016,-1.79193,1.86008,-0.52935,0.74038,0.04272,-0.21755
1,-0.3063,0.52993,-1.61401,1.77329,0.32852,0.46191,-0.49032,-0.9317
1,-3.727,0.88823,-1.65047,3.2645,0.64047,-0.46926,0.19823,-0.33369
1,-5.5229,-0.05194,-2.55313,2.46778,0.24476,-0.26644,0.56727,-0.47736
1,-0.2423,0.61729,0.91753,1.60381,1.23172,-0.24898,0.31906,0.88486
1,0.569,-0.29611,-0.12029,1.0838,1.43881,-0.83911,0.31582,-0.07206
1,0.9714,0.58969,0.23909,1.21035,0.51498,0.21138,0.11409,0.0367
1,-8.9584,0.54356,0.91398,-1.85497,1.26841,1.06097,0.20983,-0.06934
1,-15.5827,2.7402,2.97777,-4.76913,1.87571,1.96007,0.96003,-1.90985
1,-7.0829,-0.02258,-0.34063,-1.29591,1.0927,0.73468,0.16639,-0.42284
1,3.8776,-0.13267,1.29037,-0.48193,0.54278,-0.7905,1.42364,0.2124
1,3.1007,0.12301,-0.15357,0.06788,-0.59402,0.41672,0.71881,-0.96611
1,4.1698,0.4608,0.46602,-0.23455,-0.26047,0.14544,1.00956,-0.43041
1,-0.377,0.2356,-0.39159,0.05184,-0.45783,-0.3413,0.59202,-0.24392
1,0.576,0.2581,-0.52048,-0.29844,-1.0988,-0.25955,0.60213,0.48351
1,1.6995,1.52601,-0.36436,0.10954,-0.55938,-0.51957,2.05448,0.03583
1,-0.0274,0.83319,-1.68948,-2.90587,-1.56897,-2.10899,0.18799,0.25997
1,2.0635,0.72717,-2.04408,-1.74928,-0.88537,-1.87475,0.06911,-0.51337
1,0.682,0.18603,-3.01871,-1.48226,-2.38055,-1.5051,-0.13811,-0.07882
1,1.1057,0.60554,-1.66113,-1.63405,-0.88041,-2.19427,-0.37822,-0.8529
1,1.9732,-0.20193,-1.47397,-1.25841,-1.37562,0.13996,0.96582,0.19193
1,-1.6622,-0.40933,0.61955,0.68787,1.37158,-0.96058,-0.22276,0.65657
1,-0.3296,-0.10117,0.29301,-0.99986,0.75223,0.0267,-0.14452,1.21036
1,0.0979,-0.91312,0.639,-1.10568,1.37856,-0.15592,-1.0082,1.14446
1,1.8452,-0.94625,0.15563,-0.78744,-0.18984,0.48696,0.95872,-0.23705
1,2.1275,-1.09057,0.14979,-0.40961,-0.3901,0.40705,0.81574,-0.3816
1,1.9788,-1.68157,-0.58301,-0.61982,-0.63813,0.47716,0.82132,0.07073
1,3.043,-1.12803,0.67121,-0.68889,0.36397,0.40425,0.09808,-0.25961
1,-2.0228,-1.53391,-1.18739,1.58709,0.75554,0.35089,-0.66965,-0.02303
1,-2.82,-1.24741,-1.31448,1.89061,0.88996,0.21915,-0.08015,-0.14762
1,-2.4799,-0.97444,-0.92974,2.30784,1.6635,0.01885,-0.48004,-0.86316
1,-4.0608,1.48063,-1.65962,2.19439,1.58393,-0.76762,-0.2018,-0.2149
1,1.3758,0.75227,-1.89101,-0.49266,0.72274,0.23901,0.26956,0.57253
1,1.6397,1.70436,-1.61396,0.80081,0.29745,0.60371,-0.28219,0.16531
1,0.6084,1.04824,-3.6651,-0.22353,-0.01922,0.48794,0.16114,-0.08421
1,-9.3237,0.57167,-0.42181,2.49191,-2.04065,0.33598,0.03989,0.34825
1,-8.4293,1.4676,0.05824,1.04764,-1.75896,0.70989,-0.01543,0.85973
1,-7.5523,1.85273,0.98495,-0.26616,-1.43049,0.64829,0.17847,-0.30031
1,-17.8328,3.06193,1.92782,0.9308,-1.24842,0.54472,-0.98466,-0.6281
1,-13.1807,2.80553,1.51263,-0.53819,-1.63201,1.0108,-0.35671,0.34593
1,-0.0671,-0.97446,-0.07046,-1.17994,0.90329,0.68354,-0.41148,-0.37654
1,-0.6469,-1.24166,-0.80939,-1.3389,1.10776,1.03449,0.03642,0.69169
1,-0.1138,-0.61372,-1.24229,-1.52517,0.71939,1.1579,0.44982,-0.20722
1,-1.6491,-0.47882,-1.37685,-1.78432,0.26073,1.32967,0.43479,-0.36586
1,-0.3994,-0.91371,-0.50823,-0.2746,1.21589,0.87045,-0.92423,-0.00841
1,-1.0809,-1.68932,-0.66258,0.21661,1.21307,0.32862,-0.59698,-0.07594
1,-0.7533,-0.89409,-0.48983,-0.14555,0.7395,0.66746,0.02092,0.12255
1,1.2386,-1.30315,0.1756,-1.22386,1.12342,0.6215,-0.45997,0.32771
2,3.8207,3.05044,0.32577,-0.0577,-0.06221,1.12863,-1.25815,-0.0757
2,2.4394,3.69057,0.74441,0.12802,0.37967,0.87811,-0.22326,0.7735
2,2.4856,3.32586,-0.03333,0.14088,0.28265,1.3098,-1.7404,0.02821
2,2.6707,-1.29917,0.84238,-0.27484,-0.43972,-0.04914,0.5214,-0.52048
2,2.5367,-1.41514,1.19228,-0.14902,-0.26197,-0.07508,0.23806,-0.10448
2,2.6203,-0.97675,1.73451,-0.10909,0.10112,-0.36531,0.67393,0.46899
1,2.627,-0.25231,0.86413,0.31764,-0.54972,0.11932,0.29717,0.07673
1,1.8896,-0.50465,0.10326,0.1773,-1.7419,0.43267,1.06988,0.07573
1,1.6498,0.24143,1.19854,0.85147,-0.38282,-0.16913,0.48241,-0.07658
2,1.4366,-1.33674,-0.31813,-0.70339,1.02843,0.83886,-0.61694,0.31012
2,2.1627,-1.12356,-0.61118,-1.02922,1.255,0.34703,-0.52892,0.77685
2,1.9237,0.93111,-1.33847,-2.32364,0.54727,-3.14598,-1.63657,0.01601
2,-0.125,1.53558,-0.53785,0.9036,1.66994,-0.79502,1.13888,0.17268
2,0.5709,1.61657,-0.71067,-0.0528,0.45722,-0.51288,1.33025,0.89763
2,-0.9988,1.92055,0.36082,-2.68256,0.73177,-0.0618,1.8001,-0.61614
2,0.6138,2.08502,-0.82113,-1.78715,0.83082,-1.49272,-0.10415,-0.46773
